1126	434	1081	76	405	84	3896	2878	747	2737	909	2670	1086	903	1892	2113	905	2701	285	355	1015	550	779	2262	1111	163	293	120	60	410	130	1360	3283	1573
1126	499	1081	82	405	91	4044	2903	825	2969	924	1933	720	959	2807	2789	905	2703	285	368	1027	605	807	2319	1199	165	299	136	60	422	143	1388	3376	1711
1126	564	1081	88	405	98	4192	2928	848	3211	883	2087	792	987	2833	2982	989	2703	285	381	1039	660	835	2376	1287	167	305	107	60	434	156	1416	3469	1849
1350	405	1081	94	405	105	4385	2953	916	3453	926	2309	1014	932	2393	3070	1072	3146	285	394	1051	715	863	2433	1375	169	356	123	60	446	169	1444	3562	1987
1378	442	1081	100	405	112	4533	2978	984	3695	913	2488	1324	1016	2393	2668	1072	3147	687	407	1063	770	891	2490	1463	171	362	139	60	458	182	1472	3655	2125
1461	424	1081	106	405	119	4681	3003	1052	3937	984	2640	1275	568	2421	2888	1520	3147	826	420	1075	825	919	2547	1551	173	368	155	60	470	195	1500	3748	2263
1461	489	1081	112	405	126	4881	2976	1120	4179	914	2670	1481	672	2289	2888	1557	3429	930	433	1087	880	947	2604	1639	175	374	171	60	482	208	1528	3841	2401
1498	517	1081	118	405	133	5029	3001	1188	4421	938	1602	1495	719	3537	1915	1557	3429	2199	446	1099	935	975	2661	1727	177	380	187	60	494	221	1556	3934	2539
1503	577	1081	124	405	140	5177	3026	1256	4413	981	1773	1026	747	3540	2444	1557	3435	2199	459	1111	740	1003	2718	1815	179	386	203	60	506	234	1584	4027	2677
1503	642	1081	130	405	147	5325	3301	1324	4655	686	2203	1019	1108	3540	2585	1562	3435	2375	472	1373	795	1031	2775	1903	181	392	219	60	518	247	1612	4120	2815
1503	707	1081	136	405	154	5473	3326	1392	4897	685	2360	1098	1155	3440	2816	1587	3558	2375	485	1385	850	1059	2832	1991	183	398	235	60	530	260	1640	4213	2953
1503	772	1106	117	405	161	5621	3351	1460	5139	696	2540	1146	1215	3440	2674	1587	3558	2779	498	1397	905	1087	2889	2079	185	404	251	60	542	273	1668	4306	3091
1662	678	1106	123	405	168	5769	3376	1528	5381	763	2393	1320	1210	3540	2810	1596	3785	2779	511	1409	960	1115	2946	2167	187	410	267	60	554	286	1696	4399	3229
1662	743	1106	129	405	175	5917	3401	1596	5623	778	2569	1445	1266	3540	2995	1596	3789	2779	524	1421	1015	1143	3003	2255	189	416	283	60	566	299	1724	4492	3367
1662	808	1106	135	405	182	6065	3426	1664	5865	744	2494	1427	1371	3540	3059	1596	4044	3043	537	1433	1070	1171	3060	2343	191	422	299	60	578	312	1752	4585	3505
1734	801	1106	141	327	189	6213	3451	1732	6107	815	2504	1660	1371	3538	3059	1596	4138	3120	550	1445	1125	1199	3117	2431	193	428	315	60	512	325	1780	4678	3643
1734	866	1184	147	339	183	6286	3453	1800	6349	964	2585	1800	1371	3538	3069	1596	4138	3280	563	1457	1180	1227	3174	2519	195	434	331	138	491	338	1808	4705	3781
1734	931	1184	153	406	190	6286	3453	1800	6349	1035	2657	1800	1347	3540	3069	1620	4138	3280	576	1469	1179	1255	3200	2519	197	440	331	139	535	338	1835	4691	3782
1776	931	1120	159	298	197	6286	3453	1800	6349	995	2564	1800	1371	3540	3069	1620	4130	3280	578	1490	1180	1290	3200	2519	199	462	331	139	528	351	1780	4554	3768
1776	931	1184	94	414	183	6286	3453	1800	6350	1007	2657	1800	1358	3539	3070	1620	4140	3280	578	1490	1200	1255	3200	2519	201	484	332	171	530	338	1780	4632	3761
1776	931	1184	100	414	190	6286	3453	1800	6350	1050	2663	1800	1328	3540	3070	1613	4140	3280	582	1490	1255	1255	3200	2591	203	505	332	171	566	351	1780	4582	3621
1776	931	1170	106	402	197	6286	3453	1800	6350	1050	2658	1800	1313	3540	3070	1620	4140	3280	578	1490	1279	1255	3200	2519	199	514	348	171	580	364	1780	4554	3640
1776	931	1184	104	414	197	6286	3453	1800	6350	1002	2670	1800	1373	3540	3070	1620	4140	3280	578	1490	1326	1255	3200	2519	201	526	364	181	580	377	1780	4554	3564
1776	941	1184	96	414	197	6286	3453	1800	6350	1050	2670	1800	1327	3540	3070	1620	4140	3280	578	1490	1345	1255	3200	2519	191	526	332	193	580	390	1780	4554	3564
1778	949	1184	94	405	195	6286	3453	1800	6302	1021	2659	1787	1380	3540	3035	1604	4140	3280	578	1490	1180	1255	3200	2607	199	526	348	193	569	403	1780	4554	3564
1779	932	1201	100	414	190	6286	3453	1800	6243	1050	2670	1795	1356	3540	2968	1606	4133	3280	578	1490	1180	1255	3200	2519	208	520	364	191	579	416	1780	4554	3564
1776	949	1184	106	414	197	6286	3453	1800	6350	1050	2670	1800	1345	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2527	209	526	380	193	580	429	1780	4554	3634
1779	964	1184	112	412	199	6286	3453	1800	6350	1050	2670	1800	1369	3540	3070	1620	4140	3280	578	1490	1229	1255	3200	2519	212	526	396	214	580	442	1780	4554	3564
1792	972	1184	102	414	197	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2557	210	526	412	227	580	437	1780	4554	3564
1827	931	1184	108	422	183	6286	3453	1800	6350	1050	2669	1800	1380	3540	3070	1620	4135	3280	578	1490	1180	1255	3200	2519	212	520	428	225	580	450	1780	4554	3573
1821	931	1184	114	421	190	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2519	212	526	332	225	580	424	1780	4554	3695
1776	970	1184	120	414	197	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2606	212	526	348	225	580	437	1780	4554	3579
1776	957	1211	106	414	197	6286	3453	1800	6277	1050	2670	1728	1380	3540	3069	1620	4140	3280	578	1492	1180	1255	3200	2519	212	524	364	225	580	450	1780	4554	3564
1776	931	1231	112	414	197	6286	3453	1800	6350	1050	2670	1828	1380	3540	3042	1620	4140	3280	578	1492	1220	1255	3200	2588	211	524	380	226	580	398	1780	4554	3564
1793	963	1184	110	414	116	6286	3453	1800	6270	1050	2670	1720	1380	3459	3070	1620	4140	3280	578	1451	1180	1255	3190	2519	212	505	396	225	569	411	1780	4554	3564
1819	931	1184	116	414	123	6286	3453	1800	6350	1050	2670	1800	1380	3466	3070	1620	4140	3280	578	1490	1180	1255	3200	2598	212	459	384	225	573	424	1780	4554	3564
1816	931	1181	122	414	130	6286	3453	1800	6350	1050	2670	1800	1380	3473	3070	1620	4140	3280	578	1490	1220	1255	3200	2521	212	517	400	225	556	437	1780	4520	3572
1807	931	1184	128	414	137	6286	3470	1800	6350	1050	2670	1800	1380	3497	3070	1620	4140	3280	578	1490	1181	1255	3200	2533	211	522	416	226	541	450	1780	4554	3570
1794	938	1184	134	467	144	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1195	1255	3200	2522	212	526	432	225	580	437	1780	4554	3564
1776	941	1193	140	416	151	6330	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2524	212	526	432	225	580	450	1780	4554	3564
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
