0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	65	0	6	0	7	148	25	68	242	71	180	310	0	0	0	0	0	0	13	12	55	28	57	88	2	6	16	0	12	13	28	93	138
0	130	0	12	0	14	152	50	68	242	114	209	310	28	7	0	0	0	0	26	16	55	56	88	88	4	7	16	0	12	13	56	93	138
0	195	0	18	144	21	216	317	68	242	157	690	310	56	8	0	0	0	0	39	75	55	84	233	88	6	29	16	0	37	13	84	324	138
0	260	0	24	152	28	216	584	68	242	208	972	310	76	8	0	0	0	0	52	138	55	112	352	88	8	30	16	0	50	13	112	410	138
0	325	144	30	216	35	216	851	68	242	359	1032	310	140	286	0	0	0	0	73	189	55	166	471	88	15	47	16	12	63	13	233	548	138
0	390	296	36	216	42	216	1118	68	242	548	1305	310	174	287	0	0	0	0	102	244	55	220	590	88	22	48	16	24	76	13	354	634	138
0	455	512	42	227	43	216	1385	68	242	780	1584	310	229	287	0	0	0	0	127	304	55	274	709	88	45	49	16	36	89	13	527	720	138
142	378	747	24	283	50	319	1652	68	242	1050	1981	310	241	47	0	0	276	0	147	371	55	328	867	88	68	71	16	48	102	13	700	893	138
142	443	907	30	329	57	799	1643	68	242	1050	2172	310	472	380	0	0	276	0	160	450	55	359	1022	88	70	114	16	60	127	13	873	1115	138
142	508	974	36	341	64	1003	1910	68	242	1050	2661	310	610	381	0	0	276	0	173	517	55	387	1167	88	72	136	16	60	152	13	968	1346	138
252	463	974	42	353	71	1219	2177	68	242	1050	2464	310	681	1080	0	0	276	0	186	584	55	415	1312	88	74	158	16	60	189	13	996	1577	138
252	528	990	32	344	24	1437	2442	71	242	1050	2667	310	752	1304	3	0	276	0	199	651	55	443	1457	88	76	117	16	60	214	13	1024	1808	141
286	559	1053	38	344	31	1644	2709	71	297	1016	2263	310	920	1859	3	0	606	55	212	712	55	471	1602	143	141	139	16	60	239	13	1052	2036	141
706	204	1053	44	350	38	1860	2921	123	385	1050	2670	450	890	1773	3	67	726	55	225	785	55	499	1692	231	143	161	16	60	264	13	1080	2267	193
734	241	1053	50	362	33	1993	3100	175	559	1020	2393	676	991	2291	3	67	804	55	238	852	55	527	1749	319	145	183	16	60	258	13	1108	2446	331
812	228	1053	56	405	28	2157	3193	243	801	1035	2670	986	1047	2309	3	67	804	55	251	919	110	555	1806	407	147	205	32	60	314	26	1136	2539	469
874	231	1053	62	405	35	2305	3218	311	1043	1050	2560	1186	1103	1870	110	67	1533	58	264	931	165	583	1863	495	149	211	48	60	326	39	1164	2632	607
902	268	1053	68	405	42	2453	3243	339	1285	1050	2270	1456	1131	2314	110	110	1559	58	277	943	220	611	1920	583	151	217	24	60	338	52	1192	2725	745
930	305	1081	46	405	49	2641	3268	407	1527	872	2464	808	1380	2340	841	110	1559	285	290	955	275	639	1977	671	153	263	40	60	350	65	1220	2818	883
958	342	1081	52	405	56	2789	3293	475	1769	849	2493	904	1352	2491	1055	232	1559	285	303	967	330	667	2034	759	155	269	56	60	362	78	1248	2911	1021
958	407	1081	58	405	63	3174	3081	543	2011	892	2670	1128	1380	2491	1141	232	1562	285	316	979	385	695	2091	847	157	275	72	60	374	91	1276	3004	1159
973	457	1081	64	405	70	3323	3105	611	2253	935	2516	1144	1e3	2742	1435	640	1645	285	329	991	440	723	2148	935	159	281	88	60	386	104	1304	3097	1297
1001	494	1081	70	405	77	3471	3130	679	2495	838	2670	1038	1043	2768	1851	765	1645	285	342	1003	495	751	2205	1023	161	287	104	60	398	117	1332	3190	1435
