3759	5	708	4	204	0	10875	338	9475	1299	1212	1717	1321	1275	5873	7000	1989	3827	2453	1042	2386	478	1115	3013	4031	269	599	396	322	508	551	1728	4910	5318
3720	90	902	95	1076	0	10749	567	9380	2876	1521	2676	2898	1318	5290	6930	1968	4426	2428	1206	2673	2064	1104	3366	3991	266	670	392	396	511	545	1834	5173	5265
3683	632	954	250	695	55	10424	615	9286	3697	2251	2197	3718	1131	5173	6832	2137	4419	2433	1194	2646	2789	1252	3298	3951	263	760	491	597	476	540	2213	4610	5212
3643	868	1204	248	887	54	10165	608	9180	4189	1939	2222	4181	1147	5142	6793	2877	4350	2395	1229	2617	2761	1305	3134	3911	260	752	610	524	487	650	2644	4724	5436
3568	930	1035	245	878	54	9859	602	9032	4410	2129	2125	4387	1145	5091	6249	2504	4177	2806	1140	2461	2734	1335	3233	3872	257	745	726	456	419	785	2590	4535	5326
3765	1015	900	243	861	164	9588	709	8871	4641	2101	2334	4619	1511	5040	6187	2312	3948	2707	1088	2278	2982	1322	3311	3762	289	708	719	578	558	777	2646	4466	5273
3444	1177	944	404	584	162	8996	702	8670	4702	2264	1739	4680	1316	4990	6063	2390	3716	2630	1027	1970	2890	1309	3040	3724	287	701	812	652	523	776	2695	4211	5170
2785	1166	1138	400	789	69	8582	695	8402	4655	2439	1927	4385	924	3856	5980	2126	4352	2692	930	1701	2861	1531	2843	3687	275	694	804	675	517	746	2078	4380	4959
2280	1057	1070	396	530	62	8181	643	8155	2567	908	1363	2299	1616	3577	5920	2278	4477	2502	864	1424	2019	1419	2769	3066	254	682	796	535	457	610	1731	4085	4231
1776	931	1184	159	414	62	7216	2658	7905	1800	1050	2670	1800	1380	3540	4472	1620	4140	3433	578	1490	1998	1255	3200	2719	219	526	432	230	580	455	1768	4554	4101
1776	931	1184	159	660	61	6855	2774	7642	1800	1050	2670	1800	1380	3540	4362	1620	4140	3280	578	1490	1522	1255	3200	2892	212	526	579	230	580	450	1775	4554	3999
1776	931	1189	159	550	197	6422	3180	7391	1800	1050	2670	1800	1380	3540	3899	1625	4140	3492	578	1490	1337	1255	3200	2836	212	526	573	230	580	660	1780	4554	3785
1776	931	1184	159	414	197	6286	3453	7140	1800	1050	2670	1800	1380	3540	3860	1620	4140	3280	617	1490	1216	1255	3200	2945	240	526	432	230	580	600	1708	4554	3747
1781	931	1184	159	414	197	6286	3453	6915	1800	1055	2670	1800	1380	3540	3602	1620	4140	3313	578	1490	1204	1255	3200	2695	212	526	604	230	580	539	1780	4554	3673
1776	931	1184	159	414	197	6286	3453	6761	1800	1050	2670	1800	1380	3540	3481	1620	4140	3280	578	1490	1192	1250	3200	2583	212	526	564	230	580	585	1780	4554	3636
1776	931	1184	159	414	197	6286	3453	6630	1800	1050	2670	1800	1380	3540	3350	1620	4140	3280	573	1490	1180	1255	3200	2580	212	526	558	230	580	512	1780	4554	3600
1776	931	1184	159	414	197	6286	3453	6512	1800	1050	2670	1800	1380	3540	3232	1620	4140	3280	573	1490	1273	1255	3200	2538	212	526	483	230	580	455	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	6360	1800	1050	2670	1800	1380	3540	3080	1620	4140	3280	578	1490	1195	1255	3200	2519	212	526	432	230	580	450	1775	4554	3564
1776	931	1184	159	414	197	6286	3453	6235	1915	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2524	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	6119	2031	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	212	526	432	225	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	6003	2147	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2524	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	5906	2244	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2519	212	526	432	225	580	450	1780	4554	3569
1776	931	1184	159	414	197	6286	3453	5817	2333	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	212	526	432	225	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	5724	2426	1050	2670	1800	1380	3540	3070	1620	4140	3280	573	1490	1180	1255	3200	2519	212	526	437	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	5603	2547	1050	2670	1800	1380	3540	3070	1620	4140	3280	573	1490	1185	1255	3200	2519	212	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	5481	2669	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	5353	2797	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	212	526	432	230	580	450	1775	4554	3564
1776	931	1184	159	414	197	6286	3453	5214	2936	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2524	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	5063	3087	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4961	3189	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	212	526	432	225	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4855	3295	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4753	3397	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	212	526	432	225	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4654	3496	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4558	3592	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4443	3707	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1250	3200	2519	212	526	432	230	580	455	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4337	3813	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1250	3200	2519	212	526	432	230	580	455	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4240	3910	1050	2670	1800	1380	3540	3070	1620	4140	3280	573	1490	1185	1255	3200	2519	212	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	4120	4030	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2519	212	526	432	230	580	455	1775	4554	3564
1776	931	1184	159	414	197	6286	3453	3984	4166	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	212	526	432	225	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	3860	4290	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1250	3200	2519	212	526	432	230	580	455	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	3765	4385	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2519	207	526	432	230	580	455	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	3677	4473	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1250	3200	2519	212	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	3572	4578	1050	2670	1800	1380	3540	3070	1620	4140	3280	573	1490	1185	1255	3200	2519	212	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	2251	5899	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2519	212	526	437	225	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1255	3200	2519	207	526	432	230	580	450	1780	4554	3569
1776	931	1184	159	414	197	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	573	1490	1180	1255	3200	2519	212	526	432	230	580	455	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1250	3200	2524	212	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1185	1255	3200	2519	207	526	432	230	580	450	1780	4554	3564
1776	931	1184	159	414	197	6286	3453	1800	6350	1050	2670	1800	1380	3540	3070	1620	4140	3280	578	1490	1180	1250	3200	2519	212	526	432	230	580	455	1780	4554	3564
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
